Gene_Pair_id	Gene1_id	Gene1_name	Gene1_chromosome	Gene1_strand	Gene1_chr_start	Gene1_chr_end	Gene2_id	Gene2_name	Gene2_chromosome	Gene2_strand	Gene2_chr_start	Gene2_chr_end
10053	GOODH_0210064	PIGP	chr21	-	37359534	37367328	GOODM_0160301	Pigp	chr16	-	94586054	94592622
10054	GOODH_0090153	ISCA1	chr9	-	88069284	88087310	GOODM_0130216	Isca1	chr13	-	59856776	59871150
10055	GOODH_1090285	NTNG2	chr9	+	134031955	134108040	GOODM_0020111	Ntng2	chr2	-	29050341	29103560
10056	GOODH_0010722	RFWD2	chr1	-	174180591	174442993	GOODM_1010386	Rfwd2	chr1	+	161162457	161277711
10057	GOODH_0020131	MTIF2	chr2	-	55317262	55349888	GOODM_1110067	Mtif2	chr11	+	29426457	29445255
10058	GOODH_1030321	CHCHD6	chr3	+	127905808	128161934	GOODM_0060263	Chchd6	chr6	-	89333153	89545609
10059	GOODH_0060467	SOD2	chr6	-	160020141	160034343	GOODM_1170033	Sod2	chr17	+	13200705	13210985
10060	GOODH_0080052	HR	chr8	-	22027879	22043975	GOODM_1140252	Hr	chr14	+	70953863	70973349
10061	GOODH_0010445	ADORA3	chr1	-	111827493	111908120	GOODM_1030307	Adora3	chr3	+	105673825	105726954
10062	GOODH_0110136	TSG101	chr11	-	18458435	18505065	GOODM_0070385	Tsg101	chr7	-	54144397	54175300
10063	GOODH_0060162	COL11A2	chr6	-	33238447	33268223	GOODM_1170216	Col11a2	chr17	+	34176382	34203187
10064	GOODH_0060184	TCP11	chr6	-	35193827	35217165	GOODM_0170142	Tcp11	chr17	-	28203692	28217584
10065	GOODH_1160158	TNRC6A	chr16	+	24648550	24745046	GOODM_1070677	Tnrc6a	chr7	+	130267399	130338810
10066	GOODH_1160251	MT2A	chr16	+	55200012	55200892	GOODM_1080312	Mt2	chr8	+	96696518	96697467
10067	GOODH_1210062	PDE9A	chr21	+	42946931	43068685	GOODM_1170183	Pde9a	chr17	+	31523196	31613254
10068	GOODH_1120240	MYL6B	chr12	+	54832602	54838037	GOODM_0100372	Myl6b	chr10	-	127931213	127935741
10069	GOODH_1150011	GABRA5	chr15	+	24663151	24776749	GOODM_0070408	Gabra5	chr7	-	64663039	64765379
10070	GOODH_1060420	PHACTR2	chr6	+	143971010	144194015	GOODM_0100023	Phactr2	chr10	-	12933201	13043966
10071	GOODH_1010617	CKS1B	chr1	+	153213838	153218346	GOODM_0030186	Cks1b	chr3	-	89219394	89222213
10072	GOODH_1100162	C10orf57	chr10	+	81828406	81842286	GOODM_0140051	D14Ertd449e	chr14	-	26883409	26886447
10073	GOODH_1100026	CDC123	chr10	+	12277971	12332593	GOODM_0020010	Cdc123	chr2	-	5715340	5766006
10074	GOODH_1100086	ANXA8L2	chr10	+	47216926	47233044	GOODM_1140095	Anxa8	chr14	+	34899176	34913754
10075	GOODH_1040028	ADRA2C	chr4	+	3738094	3740049	GOODM_1050118	Adra2c	chr5	+	35621215	35624412
10076	GOODH_0080087	GSR	chr8	-	30655977	30704985	GOODM_1080115	Gsr	chr8	+	34763710	34808634
10077	GOODH_0090312	CRAT	chr9	-	130896896	130912904	GOODM_0020120	Crat	chr2	-	30255996	30271268
10078	GOODH_10X0350	CXorf40A	chrX	+	148430463	148436759	GOODM_10X0153	1110012L19Rik	chrX	+	67639088	67642591
10079	GOODH_0070287	IMMP2L	chr7	-	110090346	110989583	GOODM_1120074	Immp2l	chr12	+	41750677	43056573
10080	GOODH_0010253	SCMH1	chr1	-	41265462	41480375	GOODM_1040327	Scmh1	chr4	+	120078014	120202560
10081	GOODH_0190091	KHSRP	chr19	-	6364119	6375822	GOODM_0170379	Khsrp	chr17	-	57160472	57170930
10082	GOODH_00X0340	ARHGAP4	chrX	-	152826025	152844892	GOODM_00X0170	Arhgap4	chrX	-	71139697	71156568
10083	GOODH_0110209	OR10AG1	chr11	-	55491611	55492515	GOODM_1020338	Olfr1123	chr2	+	87258207	87259178
10084	GOODH_0040256	ANXA5	chr4	-	122808598	122837626	GOODM_0030049	Anxa5	chr3	-	36347847	36374620
10085	GOODH_1160274	GPR97	chr16	+	56259672	56280789	GOODM_1080327	Gpr97	chr8	+	97541632	97569149
10086	GOODH_1210059	ABCG1	chr21	+	42492868	42590421	GOODM_1170180	Abcg1	chr17	+	31194639	31254926
10087	GOODH_1220161	FAM109B	chr22	+	40800201	40805387	GOODM_1150194	C920005C14Rik	chr15	+	82171637	82176140
10088	GOODH_1140219	SPATA7	chr14	+	87921765	87974557	GOODM_1120202	Spata7	chr12	+	99866394	99908024
10089	GOODH_1020283	ZC3H6	chr2	+	112749649	112814111	GOODM_1020543	Zc3h6	chr2	+	128793138	128844299
10090	GOODH_1010108	CLCNKB	chr1	+	16242834	16256390	GOODM_0040493	Clcnka	chr4	-	140940525	140954615
10091	GOODH_1190015	ELA2	chr19	+	803291	807244	GOODM_1100219	Ela2	chr10	+	79349057	79350961
10092	GOODH_10X0374	ZNF275	chrX	+	152262060	152270239	GOODM_10X0174	Zfp275	chrX	+	70587974	70604303
10093	GOODH_10X0388	OPN1MW2	chrX	+	153138461	153151950	GOODM_10X0185	Opn1mw	chrX	+	71372805	71396094
10094	GOODH_1100205	EXOC6	chr10	+	94584450	94809240	GOODM_1190220	Exoc6	chr19	+	37624908	37757739
10095	GOODH_0200109	GGT7	chr20	-	32896186	32924322	GOODM_0020699	Ggtl3	chr2	-	155316121	155340563
10096	GOODH_1010039	TAS1R1	chr1	+	6538021	6562403	GOODM_0040561	Tas1r1	chr4	-	151402023	151412677
10097	GOODH_0140058	CBLN3	chr14	-	23965580	23968571	GOODM_0140201	Cbln3	chr14	-	56497757	56503093
10098	GOODH_0050103	SGTB	chr5	-	64997511	65053697	GOODM_1130299	Sgtb	chr13	+	104899870	104931521
10099	GOODH_0170410	PPP1R9B	chr17	-	45566100	45582876	GOODM_1110490	Ppp1r9b	chr11	+	94852526	94868197
10100	GOODH_0170418	MBTD1	chr17	-	46609785	46692426	GOODM_1110481	Mbtd1	chr11	+	93747533	93808298
10101	GOODH_1120370	FICD	chr12	+	107433181	107437510	GOODM_1050315	Ficd	chr5	+	114185791	114190616
10102	GOODH_1170234	IGFBP4	chr17	+	35853202	35867507	GOODM_1110551	Igfbp4	chr11	+	98902574	98913957
10103	GOODH_1190072	SHD	chr19	+	4230659	4241720	GOODM_1170386	Shd	chr17	+	56109906	56116040
10104	GOODH_1200004	DEFB129	chr20	+	155925	158526	GOODM_0020674	Defb23	chr2	-	152284886	152290328
10105	GOODH_1120226	RDH5	chr12	+	54400488	54404754	GOODM_0100387	Rdh5	chr10	-	128350647	128356353
10106	GOODH_1070026	C7orf28A	chr7	+	5904867	5932127	GOODM_0050500	AU022870	chr5	-	144748778	144775722
10107	GOODH_1090211	OR1J2	chr9	+	124312902	124313842	GOODM_1020184	Olfr350	chr2	+	36705568	36706506
10108	GOODH_1190012	PTBP1	chr19	+	748411	763327	GOODM_1100217	Ptbp1	chr10	+	79317350	79327178
10109	GOODH_1020169	DYSF	chr2	+	71534268	71767400	GOODM_1060255	Dysf	chr6	+	83958584	84161036
10110	GOODH_0110552	OR8B4	chr11	-	123799050	123799977	GOODM_1090142	Olfr895	chr9	+	38076100	38077050
10111	GOODH_0190505	CGB8	chr19	-	54242707	54244180	GOODM_1070349	Lhb	chr7	+	52676316	52677224
10112	GOODH_0160293	AP1G1	chr16	-	70320408	70400477	GOODM_1080395	Ap1g1	chr8	+	112302540	112384835
10113	GOODH_1070150	ELN	chr7	+	73080363	73122172	GOODM_0050415	Eln	chr5	-	135178466	135223124
10114	GOODH_1020150	PNO1	chr2	+	68238509	68256593	GOODM_0110054	Pno1	chr11	-	17103203	17111592
10115	GOODH_0140037	SLC7A8	chr14	-	22664346	22722689	GOODM_0140178	Slc7a8	chr14	-	55341052	55400723
10116	GOODH_0150023	SLC12A6	chr15	-	32309490	32417557	GOODM_1020454	Slc12a6	chr2	+	112106471	112203320
10117	GOODH_0160032	IGFALS	chr16	-	1780422	1783710	GOODM_1170110	Igfals	chr17	+	25015715	25018953
10118	GOODH_0030104	SETD2	chr3	-	47032911	47140744	GOODM_1090506	Setd2	chr9	+	110451132	110521137
10119	GOODH_0190248	JAK3	chr19	-	17797961	17819800	GOODM_1080219	Jak3	chr8	+	74202228	74214474
10120	GOODH_0220193	HDAC10	chr22	-	49025742	49031941	GOODM_0150248	Hdac10	chr15	-	88953735	88959057
10121	GOODH_00X0280	RAP2C	chrX	-	131164735	131179870	GOODM_00X0119	Rap2c	chrX	-	48357091	48371195
10122	GOODH_0040162	CNOT6L	chr4	-	78853566	78959568	GOODM_0050228	Cnot6l	chr5	-	96504757	96591009
10123	GOODH_0040238	TIFA	chr4	-	113416232	113426508	GOODM_1030362	T2bp	chr3	+	127492831	127501307
10124	GOODH_1150122	TPM1	chr15	+	61121891	61151164	GOODM_0090298	Tpm1	chr9	-	66870400	66897020
10125	GOODH_1170051	RNASEK	chr17	+	6856522	6858575	GOODM_0110288	Rnasek	chr11	-	70051628	70053348
10126	GOODH_1020559	EFHD1	chr2	+	233206568	233255729	GOODM_1010208	Efhd1	chr1	+	89160939	89207366
10127	GOODH_1100008	AKR1C3	chr10	+	5126568	5139876	GOODM_0130005	Akr1c18	chr13	-	4131873	4149877
10128	GOODH_1220122	PICK1	chr22	+	36783208	36801653	GOODM_1150161	Pick1	chr15	+	79059604	79079896
10129	GOODH_1010613	ATP8B2	chr1	+	152564660	152590403	GOODM_0030189	Atp8b2	chr3	-	89743403	89767430
10130	GOODH_1010921	CAPN9	chr1	+	228949753	229004372	GOODM_1080473	Capn9	chr8	+	127100011	127142622
10131	GOODH_1020191	MRPL19	chr2	+	75727417	75742841	GOODM_0060205	Mrpl19	chr6	-	81907840	81915943
10132	GOODH_0170290	KRTAP4-11	chr17	-	36526962	36528138	GOODM_0110540	LOC670496	chr11	-	99676290	99676980
10133	GOODH_0140091	KLHL28	chr14	-	44463278	44500929	GOODM_0120087	Klhl28	chr12	-	66043427	66066523
10134	GOODH_1010549	VPS45	chr1	+	148305966	148384128	GOODM_0030255	Vps45	chr3	-	95803795	95862378
10135	GOODH_0070043	SOSTDC1	chr7	-	16467633	16471999	GOODM_1120067	Sostdc1	chr12	+	37040813	37045032
10136	GOODH_0070199	CYP51A1	chr7	-	91579399	91601776	GOODM_0050006	Cyp51	chr5	-	4080674	4104697
10137	GOODH_0010125	EIF4G3	chr1	-	21005563	21375927	GOODM_1040450	Eif4g3	chr4	+	137549385	137762386
10138	GOODH_1190431	ZNF226	chr19	+	49361089	49373676	GOODM_0070166	Zfp61	chr7	-	25076065	25084568
10139	GOODH_1200128	C20orf52	chr20	+	33750646	33752315	GOODM_1020681	2010100O12Rik	chr2	+	155970080	155971530
10140	GOODH_1160082	OR1F1	chr16	+	3194248	3195185	GOODM_1160001	Olfr161	chr16	+	3592398	3593339
10141	GOODH_1170486	METRNL	chr17	+	78630856	78646009	GOODM_1110727	Metrnl	chr11	+	121563741	121578703
10142	GOODH_1190003	C19orf20	chr19	+	458497	470654	GOODM_1100208	Gtrgeo22	chr10	+	79132155	79138871
10143	GOODH_1190131	RDH8	chr19	+	9984925	9993953	GOODM_1090063	Rdh8	chr9	+	20622948	20630607
10144	GOODH_1020454	NIF3L1	chr2	+	201462391	201476898	GOODM_1010110	Nif3l1	chr1	+	58504477	58519120
10145	GOODH_1110226	OR8J1	chr11	+	55884299	55885247	GOODM_0020304	Olfr1045	chr2	-	86037960	86038907
10146	GOODH_1110581	OR8G2	chr11	+	123600608	123601520	GOODM_0090129	Olfr937	chr9	-	38867314	38868249
10147	GOODH_1100228	PGAM1	chr10	+	99176017	99183187	GOODM_1190244	Pgam1	chr19	+	41986361	41993155
10148	GOODH_1080093	PROSC	chr8	+	37738833	37756443	GOODM_1080102	Prosc	chr8	+	28153027	28166604
10149	GOODH_1010311	MAST2	chr1	+	46041872	46274383	GOODM_0040289	Mast2	chr4	-	115979367	116136788
10150	GOODH_1030458	PSMD2	chr3	+	185499716	185509534	GOODM_1160084	Psmd2	chr16	+	20651778	20663487
10151	GOODH_0220064	CHEK2	chr22	-	27413731	27467822	GOODM_1050305	Chek2	chr5	+	111269036	111303152
10152	GOODH_1080259	CHRAC1	chr8	+	141590586	141596434	GOODM_1150103	Chrac1	chr15	+	72920842	72924505
10153	GOODH_0040029	CRMP1	chr4	-	5873393	5945686	GOODM_1050128	Crmp1	chr5	+	37637031	37683372
10154	GOODH_0070338	DGKI	chr7	-	136724926	137182149	GOODM_0060069	Dgki	chr6	-	36796022	37249976
10155	GOODH_0080043	FGL1	chr8	-	17766182	17797327	GOODM_0080113	Fgl1	chr8	-	42276788	42300478
10156	GOODH_1080182	CA2	chr8	+	86563383	86580973	GOODM_1030014	Car2	chr3	+	14886426	14900770
10157	GOODH_1140140	PRKCH	chr14	+	60858268	61087448	GOODM_1120125	Prkch	chr12	+	74686028	74879171
10158	GOODH_1150236	MESP2	chr15	+	88120593	88122984	GOODM_1070421	Mesp2	chr7	+	86955613	86958317
10159	GOODH_1170108	PIGL	chr17	+	16061234	16170297	GOODM_1110238	Pigl	chr11	+	62271962	62327402
10160	GOODH_1200077	CST8	chr20	+	23419766	23424655	GOODM_1020611	Cst8	chr2	+	148624575	148631320
10161	GOODH_1130127	FLJ10769	chr13	+	110066009	110090343	GOODM_1080023	0710008K08Rik	chr8	+	11497602	11513284
10162	GOODH_1140098	PPIL5	chr14	+	49135165	49151139	GOODM_1120105	Ppil5	chr12	+	70269801	70279997
10163	GOODH_1040037	MRFAP1	chr4	+	6693346	6695350	GOODM_0050103	Mrfap1	chr5	-	37186106	37187943
10164	GOODH_1050148	COX7C	chr5	+	85949540	85952337	GOODM_0130294	Cox7c	chr13	-	86184403	86186400
10165	GOODH_0110141	MRGPRX1	chr11	-	18911936	18913125	GOODM_0070394	Mrgprx1	chr7	-	55276341	55282967
10166	GOODH_10X0102	TIMP1	chrX	+	47326634	47331133	GOODM_10X0067	Timp1	chrX	+	20447292	20451863
10167	GOODH_1100179	FAM35A	chr10	+	88844933	88941202	GOODM_0140081	3110001K24Rik	chr14	-	35050221	35123689
10168	GOODH_1110432	DNAJB13	chr11	+	73339012	73358979	GOODM_0070527	Dnajb13	chr7	-	107651529	107663324
10169	GOODH_0120474	EIF2B1	chr12	-	122671523	122684200	GOODM_0050386	Eif2b1	chr5	-	125020223	125029066
10170	GOODH_0080207	UQCRB	chr8	-	97308480	97317038	GOODM_0130247	Uqcrb	chr13	-	67001557	67006286
10171	GOODH_0090093	TLN1	chr9	-	35687334	35722128	GOODM_0040095	Tln1	chr4	-	43544390	43575127
10172	GOODH_0070031	ZNF12	chr7	-	6694589	6713091	GOODM_1050506	Zfp12	chr5	+	143996887	144009649
10173	GOODH_0170538	JMJD6	chr17	-	72220509	72234476	GOODM_0110708	Jmjd6	chr11	-	116698746	116704763
10174	GOODH_0180073	DYM	chr18	-	44824170	45241077	GOODM_1180210	Dym	chr18	+	75178426	75446620
10175	GOODH_00X0266	ODZ1	chrX	-	123339504	123925347	GOODM_00X0101	Odz1	chrX	-	39885570	40627963
10176	GOODH_0030406	LXN	chr3	-	159866900	159873176	GOODM_0030108	Lxn	chr3	-	67261921	67267829
10177	GOODH_0060372	TUBE1	chr6	-	112498675	112515349	GOODM_1100077	Tube1	chr10	+	38853829	38870864
10178	GOODH_1220167	MPPED1	chr22	+	42137964	42234128	GOODM_1150201	Mpped1	chr15	+	83610453	83688904
10179	GOODH_1150157	NR2E3	chr15	+	69889948	69897649	GOODM_0090264	Nr2e3	chr9	-	59790578	59797886
10180	GOODH_1160059	DNASE1L2	chr16	+	2226469	2228712	GOODM_0170083	Dnase1l2	chr17	-	24577713	24580046
10181	GOODH_0170221	SLFN13	chr17	-	30786228	30799885	GOODM_0110395	Slfn8	chr11	-	82815679	82834312
10182	GOODH_1110229	OR9G1	chr11	+	56224440	56225355	GOODM_0020294	Olfr1016	chr2	-	85639496	85640425
10183	GOODH_1190189	CD97	chr19	+	14353213	14380533	GOODM_0080228	Cd97	chr8	-	86247264	86265068
10184	GOODH_1070309	FAM71F1	chr7	+	128142679	128159033	GOODM_1060047	BC048651	chr6	+	29269140	29286022
10185	GOODH_1020243	EIF5B	chr2	+	99320266	99383158	GOODM_1010060	Eif5b	chr1	+	38054855	38112424
10186	GOODH_1020536	C2orf33	chr2	+	227900472	227930791	GOODM_1010187	5230400G24Rik	chr1	+	82721493	82748964
10187	GOODH_1100248	C10orf2	chr10	+	102737302	102744148	GOODM_1190266	Peo1	chr19	+	45081048	45087252
10188	GOODH_1110109	ARNTL	chr11	+	13255901	13365386	GOODM_1070636	Arntl	chr7	+	120350979	120457636
10189	GOODH_1050301	GRPEL2	chr5	+	148705170	148714338	GOODM_0180129	Grpel2	chr18	-	61872078	61885985
10190	GOODH_0080142	ASPH	chr8	-	62578376	62789556	GOODM_0040014	Asph	chr4	-	9376232	9596273
10191	GOODH_0090045	IFNE1	chr9	-	21470841	21472312	GOODM_0040218	Ifne1	chr4	-	88525442	88526105
10192	GOODH_1090002	KANK1	chr9	+	494703	736103	GOODM_1190176	Kank1	chr19	+	25311692	25508986
10193	GOODH_0190494	RASIP1	chr19	-	53915654	53935782	GOODM_1070357	Rasip1	chr7	+	52882907	52894462
10194	GOODH_0150042	CCDC32	chr15	-	38632590	38644544	GOODM_0020529	Ccdc32	chr2	-	118843515	118855129
10195	GOODH_0160053	PRSS22	chr16	-	2842729	2848172	GOODM_0170074	Prss22	chr17	-	24130501	24135067
10196	GOODH_1030018	BRPF1	chr3	+	9748434	9764697	GOODM_1060337	Brpf1	chr6	+	113257191	113274698
10197	GOODH_1030092	XYLB	chr3	+	38363244	38431471	GOODM_1090536	Xylb	chr9	+	119266499	119302438
10198	GOODH_0170521	TRIM65	chr17	-	71396638	71404649	GOODM_0110693	Trim65	chr11	-	115986022	115992442
10199	GOODH_0010862	C1orf35	chr1	-	226355052	226357645	GOODM_1110209	2310033P09Rik	chr11	+	59021863	59024236
10200	GOODH_0010895	GREM2	chr1	-	238719498	238842085	GOODM_0010452	Grem2	chr1	-	176763916	176851950
10201	GOODH_0020328	RBM43	chr2	-	151814156	151826623	GOODM_0020194	Rbm43	chr2	-	51779977	51790683
10202	GOODH_00X0067	SRPX	chrX	-	37893537	37965075	GOODM_00X0038	Srpx	chrX	-	9615103	9694787
10203	GOODH_0050077	EMB	chr5	-	49730234	49772958	GOODM_1130325	Emb	chr13	+	118009439	118062905
10204	GOODH_0010740	ARPC5	chr1	-	181861957	181871608	GOODM_1010367	Arpc5	chr1	+	154613783	154622705
10205	GOODH_1140195	EIF2B2	chr14	+	74539365	74546045	GOODM_1120178	Eif2b2	chr12	+	86560463	86567578
10206	GOODH_1150208	FAM108C1	chr15	+	78774707	78835017	GOODM_0070471	2210412D01Rik	chr7	-	91257866	91300403
10207	GOODH_1160192	FLJ25404	chr16	+	29942156	29943524	GOODM_0070752	4930451I11Rik	chr7	-	133973988	133975010
10208	GOODH_1080288	C8orf30A	chr8	+	145408688	145411635	GOODM_1150126	Brp16	chr15	+	76199328	76201843
10209	GOODH_1190493	NUCB1	chr19	+	54095853	54118337	GOODM_0070360	Nucb1	chr7	-	52748478	52765219
10210	GOODH_1130046	FREM2	chr13	+	38159173	38359267	GOODM_0030072	Frem2	chr3	-	53317860	53461277
10211	GOODH_1080065	ADAMDEC1	chr8	+	24297916	24319471	GOODM_0140273	Adamdec1	chr14	-	69181444	69200129
10212	GOODH_1010712	LRRC52	chr1	+	163779868	163799822	GOODM_0010401	Lrrc52	chr1	-	169375806	169396911
10213	GOODH_1060115	HLA-A	chr6	+	30018310	30021632	GOODM_0170261	D130003B22Rik	chr17	-	37123800	37126449
10214	GOODH_1100161	SFTPA1B	chr10	+	81360664	81365154	GOODM_1140105	Sftpa1	chr14	+	41945077	41949662
10215	GOODH_1110478	ANKRD49	chr11	+	93866801	93872388	GOODM_0090018	Ankrd49	chr9	-	14584642	14587408
10216	GOODH_1070403	GIMAP4	chr7	+	149895391	149901973	GOODM_1060149	Gimap4	chr6	+	48634577	48642061
10217	GOODH_0080183	SNX16	chr8	-	82874373	82916990	GOODM_0030015	Snx16	chr3	-	10418149	10440087
10218	GOODH_10X0110	FTSJ1	chrX	+	48219493	48229696	GOODM_00X0028	Ftsj1	chrX	-	7815794	7829532
10219	GOODH_10X0144	MAGED1	chrX	+	51562895	51662188	GOODM_00X0209	Maged1	chrX	-	91780813	91787413
10220	GOODH_0220138	NPTXR	chr22	-	37544404	37569963	GOODM_0150194	Nptxr	chr15	-	79616781	79664763
10221	GOODH_0140059	C14orf124	chr14	-	23978814	23981847	GOODM_0140202	2310014G06Rik	chr14	-	56516122	56519069
10222	GOODH_0080145	CYP7B1	chr8	-	65671246	65873902	GOODM_0030021	Cyp7b1	chr3	-	17971950	18143338
10223	GOODH_0190314	PRODH2	chr19	-	40982732	40996041	GOODM_1070254	Prodh2	chr7	+	31278677	31298421
10224	GOODH_0200022	CPXM1	chr20	-	2722716	2729282	GOODM_0020601	Cpxm1	chr2	-	130216511	130223310
10225	GOODH_0220028	RIMBP3	chr22	-	18835994	18841786	GOODM_1160049	Rimbp3	chr16	+	17209078	17214014
10226	GOODH_0010885	TOMM20	chr1	-	233339283	233358754	GOODM_0080424	Tomm20	chr8	-	129458450	129469730
10227	GOODH_0020041	C2orf44	chr2	-	24105750	24123727	GOODM_1120011	BC068281	chr12	+	4850153	4859719
10228	GOODH_0020227	MRPS5	chr2	-	95116680	95151481	GOODM_1020537	Mrps5	chr2	+	127413162	127429722
10229	GOODH_0070217	DLX5	chr7	-	96487640	96492079	GOODM_0060012	Dlx5	chr6	-	6827805	6832068
10230	GOODH_0080035	LONRF1	chr8	-	12623777	12657363	GOODM_0080104	Lonrf1	chr8	-	37279118	37312570
10231	GOODH_0010315	TMEM48	chr1	-	54005978	54076763	GOODM_1040243	Tmem48	chr4	+	107040389	107086943
10232	GOODH_0110288	WDR74	chr11	-	62356960	62364204	GOODM_1190079	Wdr74	chr19	+	8810329	8815114
10233	GOODH_0050094	ERCC8	chr5	-	60205415	60276648	GOODM_1130308	Ercc8	chr13	+	108948932	108985175
10234	GOODH_0050144	LOC153364	chr5	-	89789778	89806341	GOODM_1130262	2900024O10Rik	chr13	+	81850416	81892274
10235	GOODH_1120364	RIC8B	chr12	+	105692529	105807222	GOODM_1100280	Ric8b	chr10	+	84380361	84479192
10236	GOODH_1170132	MAPK7	chr17	+	19221659	19227444	GOODM_0110226	Mapk7	chr11	-	61302314	61307705
10237	GOODH_1120061	FAM80B	chr12	+	8741785	8821054	GOODM_0060350	4933426K21Rik	chr6	-	122403627	122436323
10238	GOODH_1120140	FLJ20489	chr12	+	46453258	46461719	GOODM_1150245	4930570C03Rik	chr15	+	97614796	97623119
10239	GOODH_1120288	MDM2	chr12	+	67488247	67520481	GOODM_0100325	Mdm2	chr10	-	117125961	117147772
10240	GOODH_1050265	PCDHB5	chr5	+	140494984	140497887	GOODM_1180095	Pcdhb10	chr18	+	37571328	37574168
10241	GOODH_10X0386	OPN1LW	chrX	+	153062919	153077701	GOODM_10X0185	Opn1mw	chrX	+	71372805	71396094
10242	GOODH_1200200	ZNF313	chr20	+	47986321	48003827	GOODM_1020757	Zfp313	chr2	+	167318145	167341666
10243	GOODH_1010258	PPIE	chr1	+	39977117	40002172	GOODM_0040349	Ppie	chr4	-	122804368	122817184
10244	GOODH_1010691	FCER1G	chr1	+	159451711	159455662	GOODM_0010419	Fcer1g	chr1	-	173159703	173164480
10245	GOODH_1010517	HSD3B1	chr1	+	119851349	119859204	GOODM_0030273	Hsd3b5	chr3	-	98422559	98449457
10246	GOODH_10X0303	XIAP	chrX	+	122821729	122875502	GOODM_10X0112	Xiap	chrX	+	39421013	39462841
10247	GOODH_1040092	N4BP2	chr4	+	39734919	39833414	GOODM_1050167	N4bp2	chr5	+	66154760	66218023
10248	GOODH_1080113	IKBKB	chr8	+	42247986	42309122	GOODM_0080065	Ikbkb	chr8	-	23770240	23817035
10249	GOODH_0210099	ITGB2	chr21	-	45130299	45165303	GOODM_1100185	Itgb2	chr10	+	76993093	77028419
10250	GOODH_1010169	CNKSR1	chr1	+	26376590	26388960	GOODM_0040439	Cnksr1	chr4	-	133783957	133794314
10251	GOODH_0090030	ADFP	chr9	-	19105760	19117573	GOODM_0040202	Adfp	chr4	-	86302469	86315963
10252	GOODH_0010594	C1orf2	chr1	-	153483621	153491898	GOODM_1030163	1110013L07Rik	chr3	+	88987147	88993211
10253	GOODH_0170552	CBX4	chr17	-	75421551	75427808	GOODM_0110720	Cbx4	chr11	-	118938885	118947551
10254	GOODH_0200172	ZMYND8	chr20	-	45271788	45418881	GOODM_0020766	Prkcbp1	chr2	-	165609654	165710188
10255	GOODH_00X0336	BCAP31	chrX	-	152619147	152643081	GOODM_00X0166	Bcap31	chrX	-	70931522	70961514
10256	GOODH_0050165	FBXL17	chr5	-	107223348	107745010	GOODM_10X0031	B630019K06Rik	chrX	+	8469508	8472089
10257	GOODH_0010304	TXNDC12	chr1	-	52258395	52293635	GOODM_1040254	Txndc12	chr4	+	108507283	108534724
10258	GOODH_1160264	CPNE2	chr16	+	55684011	55739377	GOODM_1080317	Cpne2	chr8	+	97056928	97094429
10259	GOODH_1200187	ZSWIM1	chr20	+	43943287	43947311	GOODM_1020742	Zswim1	chr2	+	164648186	164652367
10260	GOODH_1150095	FGF7	chr15	+	47502751	47566814	GOODM_1020524	Fgf7	chr2	+	125860520	125916261
10261	GOODH_1160236	NKD1	chr16	+	49139742	49226142	GOODM_1080297	Nkd1	chr8	+	91045269	91116225
10262	GOODH_1120100	SLCO1B1	chr12	+	21175404	21283997	GOODM_1060488	Slco1b2	chr6	+	141578039	141635156
10263	GOODH_1190385	SPTBN4	chr19	+	45664966	45774204	GOODM_0070206	Spnb4	chr7	-	28141402	28231608
10264	GOODH_1200043	PLCB4	chr20	+	9024932	9409460	GOODM_1020577	Plcb4	chr2	+	135567566	135838804
10265	GOODH_1070266	FLJ23834	chr7	+	105390921	105461454	GOODM_0120050	1110049B09Rik	chr12	-	33718661	33777740
10266	GOODH_1020024	PQLC3	chr2	+	11212991	11236447	GOODM_0120023	Pqlc3	chr12	-	16995454	17006862
10267	GOODH_1090274	ASS1	chr9	+	132309915	132366481	GOODM_1020139	Ass1	chr2	+	31325790	31376190
10268	GOODH_1150179	SCAMP5	chr15	+	73074954	73100889	GOODM_0090244	Scamp5	chr9	-	57289134	57315831
10269	GOODH_1160260	SLC12A3	chr16	+	55456643	55504850	GOODM_1080315	Slc12a3	chr8	+	96853126	96889863
10270	GOODH_1170137	DHRS7B	chr17	+	20970850	21035427	GOODM_1110226	Dhrs7b	chr11	+	60644189	60671648
10271	GOODH_1120469	P2RX2	chr12	+	131705476	131709045	GOODM_0050286	P2rx2	chr5	-	110768831	110772231
10272	GOODH_1130071	CDADC1	chr13	+	48720104	48765619	GOODM_0140232	Cdadc1	chr14	-	60182813	60216781
10273	GOODH_1130092	TDRD3	chr13	+	59869123	60046012	GOODM_1140280	Tdrd3	chr14	+	87816489	87945311
10274	GOODH_1200244	SLCO4A1	chr20	+	60744242	60774092	GOODM_1020801	Slco4a1	chr2	+	180195683	180209557
10275	GOODH_1120042	TPI1	chr12	+	6846967	6850253	GOODM_0060371	Tpi1	chr6	-	124760733	124764430
10276	GOODH_1120299	TMEM19	chr12	+	70366145	70384104	GOODM_0100311	Tmem19	chr10	-	114777796	114799318
10277	GOODH_1190521	MED25	chr19	+	55013358	55032049	GOODM_0070335	Med25	chr7	-	52134756	52147736
10278	GOODH_1190543	ZNF175	chr19	+	56766343	56784802	GOODM_1070295	BC043301	chr7	+	50817740	50830831
